字符串	类型	编码	出现次数	来源
奈米省料電子機	中文	big5	1	data/Machine_type.csv@L149
奈米省料電腦機	中文	big5	1	data/Machine_type.csv@L189
奈米省料食品機	中文	big5	1	data/Machine_type.csv@L324
奈米自動加工機	中文	big5	1	data/Machine_type.csv@L351
奈米自動化工機	中文	big5	1	data/Machine_type.csv@L231
奈米自動印刷機	中文	big5	1	data/Machine_type.csv@L301
奈米自動塑化機	中文	big5	1	data/Machine_type.csv@L126
奈米自動採礦機	中文	big5	1	data/Machine_type.csv@L51
奈米自動晶圓機	中文	big5	1	data/Machine_type.csv@L206
奈米自動木工機	中文	big5	1	data/Machine_type.csv@L101
奈米自動燒窯機	中文	big5	1	data/Machine_type.csv@L256
奈米自動紡織機	中文	big5	1	data/Machine_type.csv@L76
奈米自動輪車機	中文	big5	1	data/Machine_type.csv@L281
奈米自動重電機	中文	big5	1	data/Machine_type.csv@L176
奈米自動電子機	中文	big5	1	data/Machine_type.csv@L151
奈米自動電腦機	中文	big5	1	data/Machine_type.csv@L191
奈米自動食品機	中文	big5	1	data/Machine_type.csv@L326
奈米重型加工機	中文	big5	1	data/Machine_type.csv@L347
奈米重型化工機	中文	big5	1	data/Machine_type.csv@L227
奈米重型印刷機	中文	big5	1	data/Machine_type.csv@L298
奈米重型塑化機	中文	big5	1	data/Machine_type.csv@L122
奈米重型採礦機	中文	big5	1	data/Machine_type.csv@L48
奈米重型晶圓機	中文	big5	1	data/Machine_type.csv@L202
奈米重型木工機	中文	big5	1	data/Machine_type.csv@L97
奈米重型燒窯機	中文	big5	1	data/Machine_type.csv@L252
奈米重型紡織機	中文	big5	1	data/Machine_type.csv@L72
奈米重型輪車機	中文	big5	1	data/Machine_type.csv@L277
奈米重型重電機	中文	big5	1	data/Machine_type.csv@L172
奈米重型電子機	中文	big5	1	data/Machine_type.csv@L147
奈米重型電腦機	中文	big5	1	data/Machine_type.csv@L187
奈米重型食品機	中文	big5	1	data/Machine_type.csv@L322
奈米高速加工機	中文	big5	1	data/Machine_type.csv@L350
奈米高速化工機	中文	big5	1	data/Machine_type.csv@L230
奈米高速塑化機	中文	big5	1	data/Machine_type.csv@L125
奈米高速採礦機	中文	big5	1	data/Machine_type.csv@L50
奈米高速晶圓機	中文	big5	1	data/Machine_type.csv@L205
奈米高速木工機	中文	big5	1	data/Machine_type.csv@L100
奈米高速燒窯機	中文	big5	1	data/Machine_type.csv@L255
奈米高速畜牧機	中文	big5	1	data/Machine_type.csv@L15
奈米高速精工機	中文	big5	1	data/Machine_type.csv@L365
奈米高速紡織機	中文	big5	1	data/Machine_type.csv@L75
奈米高速輪車機	中文	big5	1	data/Machine_type.csv@L280
奈米高速農田機	中文	big5	1	data/Machine_type.csv@L30
奈米高速重電機	中文	big5	1	data/Machine_type.csv@L175
奈米高速電子機	中文	big5	1	data/Machine_type.csv@L150
奈米高速電腦機	中文	big5	1	data/Machine_type.csv@L190
奈米高速食品機	中文	big5	1	data/Machine_type.csv@L325
女性主導消費市場的時代已經來臨了，你的 %s 居然完全漠視這項變革，看來只有本小姐親自出馬才能搞定了！	中文	big5	1	data/Talk.csv@L49
如果你的 %s 能賣的贏耐急，本小姐就答應陪你吃頓飯，不過瞧你一臉痴呆樣，看來這頓飯你可以省了！	中文	big5	1	data/Talk.csv@L63
如果品質是您所追求的目標，那麼品控型精工機所提供的優質生產程序，絕對是您夢寐以求的功能，當然，這得多花您一些生產時間。	中文	big5	1	data/Machine_type.csv@L354
孟買	中文	big5	1	data/Citys.csv@L5
學生人口*學生人口消耗該產品量) * sqrt(平均收入/25000) / C1	中文	big5	1	data/formula.csv@L13
學生人口需求	中文	big5	1	data/product1.csv@L1
家庭用品零售機	中文	big5	1	data/product1.csv@L1
宿舍售價	中文	big5	1	data/formula.csv@L160
實現精緻農業的生產利器，採用標準生產程序的實用型農田機，從此人類不會再為缺糧所苦。	中文	big5	1	data/Machine_type.csv@L17
實際想買的數量 Sum = Desire * (平均S) /100	中文	big5	1	data/formula.csv@L24
對品質的要求	中文	big5	1	data/AI_style.csv@L1
對話數量	中文	big5	1	data/Talk_idx.csv@L1
對速度的要求	中文	big5	1	data/AI_style.csv@L1
小地圖上的白點就是有木材的地方。點選小地圖上的每個白點可以切換大地圖位置。	中文	big5	1	CEO.exe@RVA A4880
小型加工機	中文	big5	1	data/Machine_type.csv@L328
小型化工機	中文	big5	1	data/Machine_type.csv@L208
小型印刷機	中文	big5	1	data/Machine_type.csv@L283
小型塑化機	中文	big5	1	data/Machine_type.csv@L103
小型採礦機	中文	big5	1	data/Machine_type.csv@L33
小型晶圓機	中文	big5	1	data/Machine_type.csv@L193
小型木工機	中文	big5	1	data/Machine_type.csv@L78
小型燒窯機	中文	big5	1	data/Machine_type.csv@L233
小型紡織機	中文	big5	1	data/Machine_type.csv@L53
小型輪車機	中文	big5	1	data/Machine_type.csv@L258
小型辦公樓(3層)	中文	big5	1	data/smapclr.csv@L52
小型重電機	中文	big5	1	data/Machine_type.csv@L153
小型電子機	中文	big5	1	data/Machine_type.csv@L128
小型電腦機	中文	big5	1	data/Machine_type.csv@L178
小型食品機	中文	big5	1	data/Machine_type.csv@L303
就是你這個沒良心的臭男人騙光了我的錢，害我什麼都沒有了，既然做出這種虧心事，你就得負起責任養我一輩子！	中文	big5	1	data/Talk.csv@L103
就算你零售賣的 %s 在市場上屢創佳績，不過身為萊因騎士，我必將超越你的成就！	中文	big5	1	data/Talk.csv@L85
就算負債累累，身為萊因騎士的我，絕不會輕言放棄！	中文	big5	1	data/Talk.csv@L92
居住人口需求	中文	big5	1	data/product1.csv@L1
工人:	中文	big5	1	data/formula.csv@L42
工人數	中文	big5	1	data/Machine_type.csv@L1
工人罷工一個月	中文	big5	1	data/formula.csv@L141
工作人口*工作人口消耗該產品量 + 活動人口*活動人口消耗該產品量 +	中文	big5	1	data/formula.csv@L12
工作人口需求	中文	big5	1	data/product1.csv@L1
工作人吸引力	中文	big5	1	data/building.csv@L93
工廠(現代)地板	中文	big5	1	data/smapclr.csv@L13
工廠名	中文	big5	1	data/txts.csv@L35
工廠地板	中文	big5	1	data/smapclr.csv@L12
工操1X	中文	big5	1	data/Machine_type.csv@L1
工操1Y	中文	big5	1	data/Machine_type.csv@L1
工操1時間	中文	big5	1	data/Machine_type.csv@L1
工操2X	中文	big5	1	data/Machine_type.csv@L1
工操2Y	中文	big5	1	data/Machine_type.csv@L1
工操2時間	中文	big5	1	data/Machine_type.csv@L1
工操3X	中文	big5	1	data/Machine_type.csv@L1
工操3Y	中文	big5	1	data/Machine_type.csv@L1
工操3時間	中文	big5	1	data/Machine_type.csv@L1
工操4X	中文	big5	1	data/Machine_type.csv@L1
工操4Y	中文	big5	1	data/Machine_type.csv@L1
工操4時間	中文	big5	1	data/Machine_type.csv@L1
工操5X	中文	big5	1	data/Machine_type.csv@L1
工操5Y	中文	big5	1	data/Machine_type.csv@L1
工操5時間	中文	big5	1	data/Machine_type.csv@L1
工操6X	中文	big5	1	data/Machine_type.csv@L1
工操6Y	中文	big5	1	data/Machine_type.csv@L1
工操6時間	中文	big5	1	data/Machine_type.csv@L1
工操7X	中文	big5	1	data/Machine_type.csv@L1
工操7Y	中文	big5	1	data/Machine_type.csv@L1
工操7時間	中文	big5	1	data/Machine_type.csv@L1
工操8X	中文	big5	1	data/Machine_type.csv@L1
工操8Y	中文	big5	1	data/Machine_type.csv@L1
工操8時間	中文	big5	1	data/Machine_type.csv@L1
平均所得	中文	big5	1	data/building.csv@L69
年度首次資產小於負債時	中文	big5	1	data/Talk_idx.csv@L8
年度首次轉虧為盈時	中文	big5	1	data/Talk_idx.csv@L9
年獲利到達 %s	中文	big5	1	data/txts.csv@L13
年獲利目標	中文	big5	1	data/Stages.csv@L1
底特律	中文	big5	1	data/Citys.csv@L12
廠房(橙)	中文	big5	1	data/smapclr.csv@L25
廠房(灰)	中文	big5	1	data/smapclr.csv@L31
廠房(紅)	中文	big5	1	data/smapclr.csv@L24
廠房(紫)	中文	big5	1	data/smapclr.csv@L30
廠房(綠)	中文	big5	1	data/smapclr.csv@L27
廠房(藍)	中文	big5	1	data/smapclr.csv@L28
廠房(靛)	中文	big5	1	data/smapclr.csv@L29
廠房(黃)	中文	big5	1	data/smapclr.csv@L26
廠房中某項貨物批售價格低於(成本+平均批售價)/2	中文	big5	1	data/Talk_idx.csv@L23
廠房中某項貨物批售價格高於平均批售價	中文	big5	1	data/Talk_idx.csv@L22
廠房中某項貨物零售價格低於(成本+平均零售價)/2	中文	big5	1	data/Talk_idx.csv@L25
廠房中某項貨物零售價格高於平均零售價	中文	big5	1	data/Talk_idx.csv@L24
廠房及機器全部毀損	中文	big5	1	data/formula.csv@L139
廠房搜尋	中文	big5	1	data/smapmenu.csv@L1
廠房棧板已滿，排除無棧板	中文	big5	1	data/Talk_idx.csv@L17
廠房種類	中文	big5	1	data/building.csv@L93
廠房興建快速	中文	big5	1	data/AIInfo.csv@L7
建材來源選擇:	中文	big5	1	data/formula.csv@L85
建材需求	中文	big5	1	CEO.exe@RVA A2DD8
強勢作風	中文	big5	1	data/AIInfo.csv@L2
從今天起，耐急將在本小姐的領軍之下進入 %s 的零售市場，考慮一下加盟耐急吧！	中文	big5	1	data/Talk.csv@L77
微硬是消費者心目中的最佳品牌，除了微硬，還有誰有資格在 %s 的零售市場中稱霸？	中文	big5	1	data/Talk.csv@L83
徵人公式:	中文	big5	1	data/formula.csv@L29
快速擴張	中文	big5	1	data/AIInfo.csv@L5
您的%s上下貨區擁塞，%4d輛貨車無法卸載貨物。	中文	big5	1	data/news.csv@L40
您的%s中%s已全部開採殆盡。	中文	big5	1	data/news.csv@L41
您的%s中棧板已被堆滿，機器無法正常出貨。	中文	big5	1	data/news.csv@L37
您的%s所生產的%s，因原料不足而造成生產線停擺。	中文	big5	1	data/news.csv@L39
您的%s有工人離職了。	中文	big5	1	data/news.csv@L35
您的%s有管理者離職了。	中文	big5	1	data/news.csv@L36
您的%s有貨車等太久，憤而丟棄整車%s。	中文	big5	1	data/news.csv@L42
您的%s貨車無法卸貨，憤而丟棄整車%s。	中文	big5	1	data/news.csv@L43
您的公司股票即將上市，公司營業額的高低將是成功的關鍵，但是戰爭導致當地油田嚴重毀損，而您企業原有生產線卻完全仰賴石油，在石油供應即將中斷的情況下，您要如何衝高營業額呢？	中文	big5	1	data/Stages.csv@L16
您的老闆跑路了，留下的是一間負債累累的中型商場，所幸身邊還有一點錢可以運用，選擇合適的商品進貨販售，只要將貸款還清就能開創美麗人生！	中文	big5	1	data/Stages.csv@L10
您被派往一個風光明媚的渡假勝地創業，當地由於資源匱乏，只能買到木材及砂土兩種原料，想達到獲利目標的話，可得多費腦筋了！	中文	big5	1	data/Stages.csv@L19
想知道我的芳名？不用急，耐急已經開始營運，很快你們就會對本小姐的名字倒背如流了！	中文	big5	1	data/Talk.csv@L4
想買%s，你那窮樣拿得出%s元嗎？拿出來就賣你！	中文	big5	1	data/txts.csv@L32
憑什麼你能賣 %s 我就不能，就算賠錢，我也要為全世界的女人爭這口氣！	中文	big5	1	data/Talk.csv@L78
成本:	中文	big5	1	data/formula.csv@L61
我—鐵男克勞斯在此公開宣示，三個月內就要關閉你的 %s 生產線，身為萊因騎士的我，必定展現實力將你打敗！	中文	big5	1	data/Talk.csv@L42
我—鐵男克勞斯，身為萊因騎士的我，決定以 %s 與你一決勝負！	中文	big5	1	data/Talk.csv@L56
我—鐵男克勞斯，身為這世上最後的騎士，任何困境都無法擊倒我！	中文	big5	1	data/Talk.csv@L99
我—鐵男克勞斯，身為這世上最後的騎士，決定帶著敗耳一同退出這道德淪喪的商場！	中文	big5	1	data/Talk.csv@L106
我一向行事低調，要不是你把 %s 賣的太貴，嚴重影響消費者權益，我也不會出來搶生意！	中文	big5	1	data/Talk.csv@L82
我們還需要蓋「紅色上下貨區」，並指定一些工人給「紅色上下貨區」，這樣鋁送到時才能順利卸貨。	中文	big5	1	CEO.exe@RVA A3A08
我可不是故意學你喔！生產 %s 原本就是我童年時的夢想，我只是現在開始實現！	中文	big5	1	data/Talk.csv@L50
我是不是花太多錢在女人身上了，怎麼最近總覺得錢不太夠用？	中文	big5	1	data/Talk.csv@L87
我用OfficeXP中的試算表仔細算過了，貴公司若是賣 %s 鐵定賠錢，你若不信也可以用視窗XP中的小算盤自己算算！	中文	big5	1	data/Talk.csv@L68
我的錢呢？我的七十一呢？是誰這麼陰險狡詐狠心搶走我的一切，我還有好幾棟別墅的貸款要繳啊！	中文	big5	1	data/Talk.csv@L104
我知道 %s 生產難度很高，對你來說簡直是不人道的折磨，現在開始讓七十一來為你受苦吧！	中文	big5	1	data/Talk.csv@L53
我知道 %s 零售獲利的空間很小，你也苦撐了這麼久，現在開始讓七十一來背負這項重任吧！	中文	big5	1	data/Talk.csv@L81
所有人口	中文	big5	1	data/smapmenu.csv@L2
所有廠房	中文	big5	1	data/smapmenu.csv@L2
所有競爭對手	中文	big5	1	data/txts.csv@L1
所有資源	中文	big5	1	data/smapmenu.csv@L2
手錶(優質)	中文	big5	1	data/product2.csv@L120
技術決定一切！只有靠微硬企業的頂尖技術，才能讓景氣復甦！從今天起，微硬將責無旁貸的創造繁榮！	中文	big5	1	data/Talk.csv@L7
把「鋁」的採購策略設為「正常採購」後，我們還需要外務員去與採購對象連絡。	中文	big5	1	CEO.exe@RVA A3B00
把右上的小地圖切到「產品供需」，篩選出「鋁」的供應廠，在大地圖上找到它。	中文	big5	1	CEO.exe@RVA A4760
把右下閃動的「車子」丟到生產「鋁」的工廠上面。	中文	big5	1	CEO.exe@RVA A47AB
把木材送入「加工機」就能做出「紙」，「加工機」也在「礦料」分頁中，讓我們先買一台「加工機」！	中文	big5	1	CEO.exe@RVA A3D10
把業務員派到鋁工廠後，找到我們的工廠，雙擊它回到工廠界面。	中文	big5	1	CEO.exe@RVA A4724
把真實人力成本也紀錄在貨箱上, 便於計算參考價及閒置人力	中文	big5	1	data/formula.csv@L69
持有現金 %s	中文	big5	1	data/txts.csv@L15
按下小地圖上「所有資源」旁的「眼睛符號」，再選擇「木材」。	中文	big5	1	CEO.exe@RVA A4908
採用劃時代頂級奈米技術的品控型精工機，它所提供的優質生產程序，絕對是您夢寐以求的功能，當然，這得多花您一些生產時間。	中文	big5	1	data/Machine_type.csv@L366
採用劃時代頂級奈米技術的品控畜牧機，優質的生產程序，讓您的牲畜在古典樂的環境中快樂成長，雖然多花點時間，旦品質卻大幅提升。	中文	big5	1	data/Machine_type.csv@L16
採用劃時代頂級奈米技術的有機農田機，採用有機的生產程序，完全不需施肥的農田機，只是生長時間較長，且農作物品質深受當地水土影響。	中文	big5	1	data/Machine_type.csv@L31
採用劃時代頂級奈米技術的標準型精工機，精品製造業使用廣泛的實用型機種，如果您對產品沒什麼特別要求，標準型就是最佳選擇了。	中文	big5	1	data/Machine_type.csv@L364
採用劃時代頂級奈米技術的標準畜牧機，擁有實用性較高的標準生產程序，是您生產各種肉製品的最佳選擇。	中文	big5	1	data/Machine_type.csv@L14
採用劃時代頂級奈米技術的標準農田機，實現精緻農業的生產利器，採用標準生產程序，從此人類不會再為缺糧所苦。	中文	big5	1	data/Machine_type.csv@L29
採用劃時代頂級奈米技術的高速畜牧機，使用更多飼料，並注射生長激素加快牲畜的生長速度，雖然品質略受影響，但能達到量產目標。	中文	big5	1	data/Machine_type.csv@L15
採用劃時代頂級奈米技術的高速精工機，雖然降低了品質，且耗材較多，但傲人的生產速度，絕對能解決您供貨不及的困擾。	中文	big5	1	data/Machine_type.csv@L365
採用劃時代頂級奈米技術的高速農田機，增加日照時間，大量施肥以縮短農作物的生長期，雖然品質略受影響，但傲人的生長速度讓您能提前豐收。	中文	big5	1	data/Machine_type.csv@L30
採用有機的生產程序，完全不需施肥的農田機，只是生長時間較長，且農作物品質深受當地水土影響。	中文	big5	1	data/Machine_type.csv@L19
採礦機的實用型機種，如果您對採礦沒什麼特別要求，重型就是最佳選擇了。	中文	big5	1	data/Machine_type.csv@L32
採購二十箱鋁	中文	big5	1	data/txts.csv@L27
接下來交給你了，如現金足夠，可以再蓋其他機器來提高產能。	中文	big5	1	CEO.exe@RVA A3C0C
接下來就交給你了，加油！	中文	big5	1	CEO.exe@RVA A39EC
接下來就交給你囉！	中文	big5	1	CEO.exe@RVA A3D70
提升居民平均滿意度到達%d	中文	big5	1	data/txts.csv@L23
提升效能後的標準型精工機，精品製造業使用廣泛的實用型機種，如果您對產品沒什麼特別要求，標準型就是最佳選擇了。	中文	big5	1	data/Machine_type.csv@L355
提昇效能後的品控型精工機，它所提供的優質生產程序，絕對是您夢寐以求的功能，當然，這得多花您一些生產時間。	中文	big5	1	data/Machine_type.csv@L357
提昇效能後的高速精工機，雖然降低了品質，且耗材較多，但傲人的生產速度，絕對能解決您供貨不及的困擾。	中文	big5	1	data/Machine_type.csv@L356
提昇紐約市民的滿意度到60	中文	big5	1	data/Stages.csv@L21
損失現金5%-15%	中文	big5	1	data/formula.csv@L140
搶手度 += (S0*need*10)/C4	中文	big5	1	data/formula.csv@L33
摩天住宅大樓(8層)	中文	big5	1	data/smapclr.csv@L50
摩天辦公大廈(8層)	中文	big5	1	data/smapclr.csv@L54
擁有%d台機器	中文	big5	1	data/txts.csv@L21
擁有%d間大型人氣商場	中文	big5	1	data/txts.csv@L20
擁有1000箱%s	中文	big5	1	data/txts.csv@L22
擅長產業	中文	big5	1	data/AIInfo.csv@L1
擊敗%s	中文	big5	1	data/txts.csv@L11
操作簡易的加工機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L331
操作簡易的化工機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L211
操作簡易的印刷機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L285
操作簡易的塑化機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L106
操作簡易的採礦機，只要一個工人就能輕鬆操作，大幅節省您的人事開銷，不過售價可不便宜。	中文	big5	1	data/Machine_type.csv@L35
操作簡易的木工機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L81
操作簡易的燒窯機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L236
操作簡易的紡織機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L56
操作簡易的輪車機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L261
操作簡易的重電機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。	中文	big5	1	data/Machine_type.csv@L156
