文件	行号	类型	文本
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	100
Stages.csv	6	数值	100
Stages.csv	7	数值	05
Stages.csv	7	ASCII	StageT5.stg
Stages.csv	7	中文	教學關卡六
Stages.csv	7	数值	1950
Stages.csv	7	数值	1960
Stages.csv	7	数值	10000000
Stages.csv	7	数值	100000
Stages.csv	7	数值	1000
Stages.csv	7	数值	6170
Stages.csv	7	数值	1440
Stages.csv	7	数值	2650
Stages.csv	7	数值	2080
Stages.csv	7	数值	1950
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	中文	本關主要在學習如何零售產品，只要零售的年營收達到300萬就過關。提示：先在市中心選購一塊小空地興建商場，完工後將紙與書桌加入採購項目中，並擺放零售機、上下貨區及棧板，招募及配置工人，然後調整工廠的銷售項目，讓紙與書桌能運到商場銷售。
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	-1
Stages.csv	7	数值	100
Stages.csv	7	数值	100
Stages.csv	8	数值	06
Stages.csv	8	ASCII	Stage01.stg
Stages.csv	8	中文	印度
Stages.csv	8	数值	1952
Stages.csv	8	数值	1955
Stages.csv	8	数值	10000
Stages.csv	8	数值	5000000
Stages.csv	8	数值	1500
Stages.csv	8	数值	60470
Stages.csv	8	数值	21970
Stages.csv	8	数值	20115
Stages.csv	8	数值	7165
Stages.csv	8	数值	11220
Stages.csv	8	数值	1950
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	中文	雖然當地擁有豐沛的廉價勞力，但是前任廠長的配置不當已造成企業的虧損，身為新任廠長的您要如何改善此一現象呢？
Stages.csv	8	数值	5000000
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	-1
Stages.csv	8	数值	100
Stages.csv	8	数值	100
Stages.csv	8	数值	-1
Stages.csv	9	数值	07
Stages.csv	9	ASCII	Stage08.stg
Stages.csv	9	中文	加勒比海
Stages.csv	9	数值	1980
Stages.csv	9	数值	1990
Stages.csv	9	数值	30000000
Stages.csv	9	数值	2000
Stages.csv	9	数值	31445
Stages.csv	9	数值	8185
Stages.csv	9	数值	5205
Stages.csv	9	数值	13825
Stages.csv	9	数值	4230
Stages.csv	9	数值	1980
Stages.csv	9	数值	1980
Stages.csv	9	数值	1980
Stages.csv	9	数值	1980
Stages.csv	9	数值	1980
Stages.csv	9	数值	1980
Stages.csv	9	中文	身無分文的您莫名其妙從遠房親戚那兒繼承了兩間廠房，在手邊沒有任何資金的情況下，您能否讓廠房開始運作，為自己的人生開創美好前程呢？
Stages.csv	9	数值	-1
Stages.csv	9	数值	100000000
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	-1
Stages.csv	9	数值	1023
Stages.csv	9	数值	100
Stages.csv	9	数值	100
Stages.csv	9	数值	16
Stages.csv	9	数值	-1
Stages.csv	10	数值	08
Stages.csv	10	ASCII	Stage02.stg
Stages.csv	10	中文	英國
Stages.csv	10	数值	1950
Stages.csv	10	数值	1955
Stages.csv	10	数值	1000000
Stages.csv	10	数值	30000000
Stages.csv	10	数值	20000000
Stages.csv	10	数值	2500
Stages.csv	10	数值	42320
Stages.csv	10	数值	7300
Stages.csv	10	数值	7020
Stages.csv	10	数值	3830
Stages.csv	10	数值	24170
Stages.csv	10	数值	1950
Stages.csv	10	数值	1950
Stages.csv	10	数值	1950
Stages.csv	10	数值	1950
Stages.csv	10	数值	1950
Stages.csv	10	数值	1950
Stages.csv	10	中文	您的老闆跑路了，留下的是一間負債累累的中型商場，所幸身邊還有一點錢可以運用，選擇合適的商品進貨販售，只要將貸款還清就能開創美麗人生！
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	-1
Stages.csv	10	数值	1023
Stages.csv	10	数值	100
Stages.csv	10	数值	100
Stages.csv	10	数值	-1
Stages.csv	11	数值	09
Stages.csv	11	ASCII	Stage04.stg
Stages.csv	11	中文	北京市
Stages.csv	11	数值	2000
Stages.csv	11	数值	2010
Stages.csv	11	数值	10000000
Stages.csv	11	数值	30000000
Stages.csv	11	数值	2500
Stages.csv	11	数值	575
Stages.csv	11	数值	570
Stages.csv	11	数值	2000
Stages.csv	11	数值	2000
Stages.csv	11	数值	2000
Stages.csv	11	数值	2000
Stages.csv	11	数值	2000
Stages.csv	11	数值	2000
Stages.csv	11	中文	這是一個充滿希望、迅速發展中的都市，雖然居民的消費力有限，但未來的前景是相當被看好的，想在此處獲利得有精準的投資策略！
Stages.csv	11	数值	10000000
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	-1
Stages.csv	11	数值	981
Stages.csv	11	数值	100
Stages.csv	11	数值	100
Stages.csv	11	数值	-1
Stages.csv	12	数值	10
Stages.csv	12	ASCII	Stage03.stg
Stages.csv	12	中文	南美洲
Stages.csv	12	数值	1985
Stages.csv	12	数值	1995
Stages.csv	12	数值	20000000
Stages.csv	12	数值	30000000
Stages.csv	12	数值	3000
Stages.csv	12	数值	56840
Stages.csv	12	数值	12710
Stages.csv	12	数值	15250
Stages.csv	12	数值	18910
Stages.csv	12	数值	9970
Stages.csv	12	数值	1985
Stages.csv	12	数值	1985
Stages.csv	12	数值	1985
Stages.csv	12	数值	1985
Stages.csv	12	数值	1986
Stages.csv	12	数值	1987
Stages.csv	12	中文	IBM準備正式進駐南美洲市場，在此之前，她需要一間當地企業作為合作夥伴，協助生產電腦組件。以農產品起家的您，為了提升個人知名度，以作為未來從政的籌碼，正式與IBM簽約，目標是在10年內交出1000箱電路板，您能否順利達成目標呢？
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	69
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	-1
Stages.csv	12	数值	1023
Stages.csv	12	数值	100
Stages.csv	12	数值	100
Stages.csv	12	数值	15
Stages.csv	12	数值	-1
Stages.csv	13	数值	11
Stages.csv	13	ASCII	Stage13.stg
Stages.csv	13	中文	台灣
Stages.csv	13	数值	1990
Stages.csv	13	数值	2000
Stages.csv	13	数值	40000000
Stages.csv	13	数值	40000000
Stages.csv	13	数值	3000
Stages.csv	13	数值	18435
Stages.csv	13	数值	4625
Stages.csv	13	数值	2980
Stages.csv	13	数值	6450
Stages.csv	13	数值	4380
Stages.csv	13	数值	1990
Stages.csv	13	数值	1990
Stages.csv	13	数值	1990
Stages.csv	13	数值	1990
Stages.csv	13	数值	1990
Stages.csv	13	数值	1990
Stages.csv	13	中文	當地汽車工業一直受到歐美及日本的強勢壟斷而難有進展，您的企業受到政府大力贊助，目標是在本世紀結束前，設法從無到有，生產出第一輛品質90以上的國產汽車！
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	105
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	-1
Stages.csv	13	数值	1023
Stages.csv	13	数值	100
Stages.csv	13	数值	100
Stages.csv	13	数值	-1
Stages.csv	14	数值	12
Stages.csv	14	ASCII	Stage07.stg
Stages.csv	14	中文	香港
Stages.csv	14	数值	2000
Stages.csv	14	数值	2015
Stages.csv	14	数值	30000000
Stages.csv	14	数值	30000000
Stages.csv	14	数值	3500
Stages.csv	14	数值	18360
Stages.csv	14	数值	5185
Stages.csv	14	数值	2925
Stages.csv	14	数值	8130
Stages.csv	14	数值	2120
Stages.csv	14	数值	2000
Stages.csv	14	数值	-1
Stages.csv	14	数值	2000
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	中文	禽流感風暴終於遠離，但雞蛋缺乏已成為當地孩童營養不良的主因，特區政府提供了廠房及資金，希望您能夠盡快生產出1000箱雞蛋，協助孩童們恢復昔日笑容！
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	35
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	-1
Stages.csv	14	数值	1023
Stages.csv	14	数值	100
Stages.csv	14	数值	100
Stages.csv	14	数值	-1
Stages.csv	15	数值	13
Stages.csv	15	ASCII	Stage11.stg
Stages.csv	15	中文	東亞洲
Stages.csv	15	数值	2000
Stages.csv	15	数值	2010
Stages.csv	15	数值	40000000
Stages.csv	15	数值	40000000
Stages.csv	15	数值	3500
Stages.csv	15	数值	40360
Stages.csv	15	数值	10535
Stages.csv	15	数值	12955
Stages.csv	15	数值	9490
Stages.csv	15	数值	7380
Stages.csv	15	数值	2000
Stages.csv	15	数值	2000
Stages.csv	15	数值	2000
Stages.csv	15	数值	2000
Stages.csv	15	数值	2000
Stages.csv	15	数值	2000
Stages.csv	15	中文	人氣商場已成為微利時代企業競爭的有力工具，您受總公司任命，擔任遠東地區總裁，目標是在10年內，為公司在這個地區設立3間大型人氣商場。
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	-1
Stages.csv	15	数值	1023
Stages.csv	15	数值	100
Stages.csv	15	数值	100
Stages.csv	15	数值	-1
Stages.csv	16	数值	14
Stages.csv	16	ASCII	Stage12.stg
Stages.csv	16	中文	阿拉伯半島
Stages.csv	16	数值	1990
Stages.csv	16	数值	2002
Stages.csv	16	数值	5000000
Stages.csv	16	数值	30000000
Stages.csv	16	数值	4000
Stages.csv	16	数值	85670
Stages.csv	16	数值	18930
Stages.csv	16	数值	21250
Stages.csv	16	数值	19720
Stages.csv	16	数值	25770
Stages.csv	16	数值	1990
Stages.csv	16	数值	1990
Stages.csv	16	数值	1991
Stages.csv	16	数值	1991
Stages.csv	16	数值	1992
Stages.csv	16	数值	1992
Stages.csv	16	中文	您的公司股票即將上市，公司營業額的高低將是成功的關鍵，但是戰爭導致當地油田嚴重毀損，而您企業原有生產線卻完全仰賴石油，在石油供應即將中斷的情況下，您要如何衝高營業額呢？
Stages.csv	16	数值	100000000
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	-1
Stages.csv	16	数值	959
Stages.csv	16	数值	100
Stages.csv	16	数值	100
Stages.csv	16	数值	12
Stages.csv	16	数值	-1
Stages.csv	17	数值	15
Stages.csv	17	ASCII	Stage09.stg
Stages.csv	17	中文	日本
Stages.csv	17	数值	1980
Stages.csv	17	数值	1990
Stages.csv	17	数值	20000000
Stages.csv	17	数值	30000000
Stages.csv	17	数值	4000
Stages.csv	17	数值	22815
Stages.csv	17	数值	8260
Stages.csv	17	数值	11000
Stages.csv	17	数值	3555
Stages.csv	17	数值	1980
Stages.csv	17	数值	1980
Stages.csv	17	数值	1980
Stages.csv	17	数值	1980
Stages.csv	17	数值	1980
Stages.csv	17	数值	1980
Stages.csv	17	中文	這是一個對產品品質要求極高的國家，劣質品休想在此獲利，您的企業能否生產出滿足當地居民需求的產品，創造驚人的利潤呢？
Stages.csv	17	数值	100000000
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	-1
Stages.csv	17	数值	1023
Stages.csv	17	数值	100
Stages.csv	17	数值	100
Stages.csv	17	数值	-1
Stages.csv	18	数值	16
Stages.csv	18	ASCII	Stage10.stg
Stages.csv	18	中文	歐洲
Stages.csv	18	数值	2000
Stages.csv	18	数值	2015
Stages.csv	18	数值	30000000
Stages.csv	18	数值	30000000
Stages.csv	18	数值	4500
Stages.csv	18	数值	95155
Stages.csv	18	数值	22495
Stages.csv	18	数值	20550
Stages.csv	18	数值	20010
Stages.csv	18	数值	32100
Stages.csv	18	数值	2000
Stages.csv	18	数值	2000
Stages.csv	18	数值	2000
Stages.csv	18	数值	2000
Stages.csv	18	数值	2000
Stages.csv	18	数值	2000
Stages.csv	18	中文	失業已成為歐洲各國政府最頭痛的問題了，連帶使得生產力及消費能力衰退，為了響應歐盟所提出的「產業升級經濟起飛計畫」，您決定投入電子產業，帶動整體經濟發展，只要在15年內讓電子產品（由電子機所生產出來的產品）年營收到達1億元，就能讓這個計劃實現！
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	-1
Stages.csv	18	数值	100000000
Stages.csv	18	数值	1023
Stages.csv	18	数值	100
Stages.csv	18	数值	100
Stages.csv	18	数值	11
Stages.csv	18	数值	-1
Stages.csv	19	数值	17
Stages.csv	19	ASCII	Stage05.stg
Stages.csv	19	中文	夏威夷群島
Stages.csv	19	数值	2000
Stages.csv	19	数值	2006
Stages.csv	19	数值	30000000
Stages.csv	19	数值	30000000
Stages.csv	19	数值	4500
Stages.csv	19	数值	24145
Stages.csv	19	数值	4315
Stages.csv	19	数值	2250
Stages.csv	19	数值	15080
Stages.csv	19	数值	2500
Stages.csv	19	数值	2000
Stages.csv	19	数值	2000
Stages.csv	19	数值	2000
Stages.csv	19	数值	2000
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	中文	您被派往一個風光明媚的渡假勝地創業，當地由於資源匱乏，只能買到木材及砂土兩種原料，想達到獲利目標的話，可得多費腦筋了！
Stages.csv	19	数值	-1
Stages.csv	19	数值	100000000
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	-1
Stages.csv	19	数值	768
Stages.csv	19	数值	100
Stages.csv	19	数值	100
Stages.csv	19	数值	14
Stages.csv	19	数值	-1
Stages.csv	20	数值	18
Stages.csv	20	ASCII	Stage14.stg
Stages.csv	20	中文	非洲
Stages.csv	20	数值	2005
Stages.csv	20	数值	2020
Stages.csv	20	数值	50000000
Stages.csv	20	数值	50000000
Stages.csv	20	数值	5000
Stages.csv	20	数值	80075
Stages.csv	20	数值	24760
Stages.csv	20	数值	19760
Stages.csv	20	数值	12465
Stages.csv	20	数值	23090
Stages.csv	20	数值	2005
Stages.csv	20	数值	2005
Stages.csv	20	数值	2005
Stages.csv	20	数值	2005
Stages.csv	20	数值	2005
Stages.csv	20	数值	2005
Stages.csv	20	中文	食物及各種物資的匱乏，使得已進入二十一世紀的非洲居民們，仍如同身在黑暗大陸一般，在消費能力不足的情況下，您必須設法提供各種物美價廉的食品，解決當地嚴重的飢荒問題，只要讓食品產業﹙由食品機所生產出來的產品﹚年營收到達2億元就能過關。
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	-1
Stages.csv	20	数值	14
Stages.csv	20	数值	200000000
Stages.csv	20	数值	1023
Stages.csv	20	数值	100
Stages.csv	20	数值	100
Stages.csv	20	数值	13
Stages.csv	20	数值	-1
Stages.csv	21	数值	19
Stages.csv	21	ASCII	Stage06.stg
Stages.csv	21	中文	北美洲
Stages.csv	21	数值	2002
Stages.csv	21	数值	2020
Stages.csv	21	数值	10000000
Stages.csv	21	数值	30000000
Stages.csv	21	数值	10
Stages.csv	21	数值	5500
Stages.csv	21	数值	37580
Stages.csv	21	数值	9285
Stages.csv	21	数值	15400
Stages.csv	21	数值	9635
Stages.csv	21	数值	3260
Stages.csv	21	数值	2002
Stages.csv	21	数值	2002
Stages.csv	21	数值	2002
Stages.csv	21	数值	2002
Stages.csv	21	数值	2002
Stages.csv	21	数值	2002
Stages.csv	21	中文	911恐怖攻擊事件讓紐約市民經歷了一次戰爭般的浩劫，在世人的關懷與鼓勵下，他們已逐漸走出了恐懼與不安的陰影。身為紐約商會會長的您，決心善用企業力量，以提供充分的物資為目標，逐步提昇紐約市民的生活滿意度，讓世人再次見證紐約市民的勇敢與強韌！
Stages.csv	21	数值	100000000
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	60
Stages.csv	21	数值	-1
Stages.csv	21	数值	-1
Stages.csv	21	数值	1023
Stages.csv	21	数值	100
Stages.csv	21	数值	100
Stages.csv	21	数值	17
Stages.csv	21	数值	490
Stages.csv	21	数值	360
Stages.csv	21	中文	提昇紐約市民的滿意度到60
Stages.csv	21	数值	-1
Talk.csv	1	中文	編號
Talk.csv	1	中文	類別
Talk.csv	1	中文	企業
Talk.csv	1	中文	對話內容
Talk.csv	2	数值	000
Talk.csv	2	数值	00
Talk.csv	3	数值	001
Talk.csv	3	数值	00
Talk.csv	3	中文	單菱商社正式宣佈成立，想到我公司上班嗎，寄履歷來吧，哈哈哈！
Talk.csv	4	数值	002
Talk.csv	4	数值	00
Talk.csv	4	中文	想知道我的芳名？不用急，耐急已經開始營運，很快你們就會對本小姐的名字倒背如流了！
Talk.csv	5	数值	003
Talk.csv	5	数值	00
Talk.csv	5	中文	沒錯！風力富已經開始營運了，我是正當生意人，你們這些油膩的臭男人別想用骯髒手段陷害我！
Talk.csv	6	数值	004
Talk.csv	6	数值	00
Talk.csv	6	中文	不要用那種充滿敵意的眼神看我，七十一企業永遠是各位的好朋友，希望和大家一起共創財富！
Talk.csv	7	数值	005
Talk.csv	7	数值	00
Talk.csv	7	中文	技術決定一切！只有靠微硬企業的頂尖技術，才能讓景氣復甦！從今天起，微硬將責無旁貸的創造繁榮！
Talk.csv	8	数值	006
Talk.csv	8	数值	00
Talk.csv	8	中文	不管你們同不同意，我—鐵男克勞斯，決定在此設廠，身為萊因騎士的我，就算傾家蕩產我也絕不後悔！
Talk.csv	9	数值	007
Talk.csv	9	数值	01
Talk.csv	9	中文	經理，我們工廠已成功開發出了 %s 這項新產品，這項傲人的成就，將打響本公司在業界的名聲！
Talk.csv	10	数值	008
Talk.csv	10	数值	01
Talk.csv	10	中文	經理，新產品 %s ，在您的領導及所有員工的努力下已正式問世，這真是一件值得慶祝的事！
Talk.csv	11	数值	009
Talk.csv	11	数值	01
Talk.csv	11	中文	經理，報告您一個好消息，我們開發出了新產品 %s ，看來今年的業績將會突飛猛進！
Talk.csv	12	数值	010
Talk.csv	12	数值	01
Talk.csv	12	中文	單菱商社在此正式推出新產品 %s ，只要肯花錢，沒有我辦不到的事，哈哈哈！
Talk.csv	13	数值	011
Talk.csv	13	数值	01
Talk.csv	13	中文	單菱商社在此正式推出新產品 %s ，只要肯花錢，沒有我辦不到的事，哈哈哈！
Talk.csv	14	数值	012
Talk.csv	14	数值	01
Talk.csv	14	中文	單菱商社在此正式推出新產品 %s ，只要肯花錢，沒有我辦不到的事，哈哈哈！
Talk.csv	15	数值	013
Talk.csv	15	数值	01
Talk.csv	15	中文	本小姐鄭重宣告，耐急企業的新產品 %s 正式問世，當然，這也代表著女人的時代即將來臨！
Talk.csv	16	数值	014
Talk.csv	16	数值	01
Talk.csv	16	中文	本小姐鄭重宣告，耐急企業的新產品 %s 正式問世，當然，這也代表著女人的時代即將來臨！
Talk.csv	17	数值	015
Talk.csv	17	数值	01
Talk.csv	17	中文	本小姐鄭重宣告，耐急企業的新產品 %s 正式問世，當然，這也代表著女人的時代即將來臨！
Talk.csv	18	数值	016
Talk.csv	18	数值	01
Talk.csv	18	中文	%s 是風力富砸下大錢所開發出的新產品，你們這些骯髒油膩的臭男人別想盜取我的成就！
Talk.csv	19	数值	017
Talk.csv	19	数值	01
Talk.csv	19	中文	%s 是風力富砸下大錢所開發出的新產品，你們這些骯髒油膩的臭男人別想盜取我的成就！
Talk.csv	20	数值	018
Talk.csv	20	数值	01
Talk.csv	20	中文	%s 是風力富砸下大錢所開發出的新產品，你們這些骯髒油膩的臭男人別想盜取我的成就！
Talk.csv	21	数值	019
Talk.csv	21	数值	01
Talk.csv	21	中文	七十一已開發出 %s 這項新產品，你們與其花大錢卻作不出任何東西，不如直接向我下訂單算了，有錢大家賺嘛！
Talk.csv	22	数值	020
Talk.csv	22	数值	01
Talk.csv	22	中文	七十一已開發出 %s 這項新產品，你們與其花大錢卻作不出任何東西，不如直接向我下訂單算了，有錢大家賺嘛！
Talk.csv	23	数值	021
Talk.csv	23	数值	01
Talk.csv	23	中文	七十一已開發出 %s 這項新產品，你們與其花大錢卻作不出任何東西，不如直接向我下訂單算了，有錢大家賺嘛！
Talk.csv	24	数值	022
Talk.csv	24	数值	01
Talk.csv	24	中文	和以往一樣，微硬又開發出了新產品 %s ，你們知道的，微硬就是有辦法！
Talk.csv	25	数值	023
Talk.csv	25	数值	01
Talk.csv	25	中文	和以往一樣，微硬又開發出了新產品 %s ，你們知道的，微硬就是有辦法！
Talk.csv	26	数值	024
Talk.csv	26	数值	01
Talk.csv	26	中文	和以往一樣，微硬又開發出了新產品 %s ，你們知道的，微硬就是有辦法！
Talk.csv	27	数值	025
Talk.csv	27	数值	01
Talk.csv	27	中文	我—鐵男克勞斯，正式開發出新產品 %s ，身為萊因騎士的我，這項產品就算賣不出去我也絕不後悔！
Talk.csv	28	数值	026
Talk.csv	28	数值	01
Talk.csv	28	中文	我—鐵男克勞斯，正式開發出新產品 %s ，身為萊因騎士的我，這項產品就算賣不出去我也絕不後悔！
Talk.csv	29	数值	027
Talk.csv	29	数值	01
Talk.csv	29	中文	我—鐵男克勞斯，正式開發出新產品 %s ，身為萊因騎士的我，這項產品就算賣不出去我也絕不後悔！
